,Taxonomy,Parent,Child
3785,CoRel1,salad,enchilada style
3786,CoRel1,salad,quesadilla
3787,CoRel1,salad,sour cream
3788,CoRel1,salad,cilantro
3789,CoRel1,salad,chile verde
3790,CoRel1,salad,tamales
3791,CoRel1,salad,bruschetta
3792,CoRel1,salad,prosciutto
3793,CoRel1,salad,kalamata
3794,CoRel1,salad,flatbread
3795,CoRel1,salad,mozzarella
3796,CoRel1,salad,roasted red peppers
3797,CoRel1,salad,caprese
3798,CoRel1,salad,artichoke
3799,CoRel1,salad,proscuitto
3800,CoRel1,salad,funghi
3801,CoRel1,salad,margherita
3802,CoRel1,salad,caprese salad
3803,CoRel1,salad,flat bread
3804,CoRel1,salad,bruchetta
3805,CoRel1,salad,ricotta
3806,CoRel1,salad,stromboli
3807,CoRel1,salad,margherita pizza
3808,CoRel1,salad,salami
3809,CoRel1,salad,goat cheese
3810,CoRel1,salad,calzone
3811,CoRel1,salad,pepperoni
3812,CoRel1,salad,pesto
3813,CoRel1,salad,antipasto
3814,CoRel1,salad,arancini
3815,CoRel1,salad,mozz
3816,CoRel1,salad,meatball
3817,CoRel1,salad,fig
3818,CoRel1,salad,margarita pizza
3819,CoRel1,salad,antipasti
3820,CoRel1,salad,olives
3821,CoRel1,salad,basil pesto
3822,CoRel1,salad,pizzas
3823,CoRel1,salad,fresh mozzarella
3824,CoRel1,salad,baked ziti
3825,CoRel1,salad,cheesy bread
3826,CoRel1,salad,italian sausage
3827,CoRel1,salad,burrata
3828,CoRel1,salad,artichokes
3829,CoRel1,salad,eggplant parmesan
3830,CoRel1,salad,sicilian
3831,CoRel1,salad,mozarella
3832,CoRel1,salad,tomato basil
3833,CoRel1,salad,marinara
3834,CoRel1,salad,knots
3835,CoRel1,salad,chicken parmesan
3836,CoRel1,salad,roasted peppers
3837,CoRel1,salad,bianca
3838,CoRel1,salad,marinara sauce
3839,CoRel1,salad,lasagna
3840,CoRel1,salad,salumi
3841,CoRel1,salad,vinaigrette dressing
3842,CoRel1,salad,wedge
3843,CoRel1,salad,blue cheese
3844,CoRel1,salad,breast
3845,CoRel1,salad,dill
3846,CoRel1,salad,skinny fries
3847,CoRel1,salad,thigh
3848,CoRel1,salad,portobello mushroom
3849,CoRel1,salad,bleu cheese
3850,CoRel1,salad,truffle parmesan fries
3851,CoRel1,salad,cooked medium rare
3852,CoRel1,salad,wedge salad
3853,CoRel1,salad,barbecue sauce
3854,CoRel1,salad,blue cheese crumbles
3855,CoRel1,salad,ribeye
3856,CoRel1,salad,medium rare
3857,CoRel1,salad,med rare
3858,CoRel1,salad,smashed potatoes
3859,CoRel1,salad,horseradish
3860,CoRel1,salad,turkey burger
3861,CoRel1,salad,shoestring
3862,CoRel1,salad,thighs
3863,CoRel1,salad,loaded baked potato
3864,CoRel1,salad,french fries
3865,CoRel1,salad,strips
3866,CoRel1,salad,porterhouse
3867,CoRel1,salad,baked potato
3868,CoRel1,salad,buttermilk
3869,CoRel1,salad,slab
3870,CoRel1,salad,aoli
3871,CoRel1,salad,cooked medium
3872,CoRel1,salad,slathered
3873,CoRel1,salad,juicy
3874,CoRel1,salad,tenders
3875,CoRel1,salad,rib steak
3876,CoRel1,salad,filet
3877,CoRel1,salad,peppercorn sauce
3878,CoRel1,salad,mashed potato
3879,CoRel1,salad,cheeseburger
3880,CoRel1,salad,patty melt
3881,CoRel1,salad,chicken tenders
3882,CoRel1,salad,chops
3883,CoRel1,salad,mini burgers
3884,CoRel1,salad,meatloaf
3885,CoRel1,salad,rib eye
3886,CoRel1,salad,whipped potatoes
3887,CoRel1,salad,sirloin
3888,CoRel1,salad,fried chicken
3889,CoRel1,salad,club sandwich
3890,CoRel1,salad,seasoned fries
3891,CoRel1,bacon,applewood smoked bacon
3892,CoRel1,bacon,cheddar
3893,CoRel1,bacon,caramelized onions
3894,CoRel1,bacon,smoked bacon
3895,CoRel1,bacon,gruyere
3896,CoRel1,bacon,carmelized onions
3897,CoRel1,bacon,cheddar cheese
3898,CoRel1,bacon,swiss cheese
3899,CoRel1,bacon,swiss
3900,CoRel1,bacon,havarti
3901,CoRel1,bacon,gruyere cheese
3902,CoRel1,bacon,dijon
3903,CoRel1,bacon,caramelized onion
3904,CoRel1,bacon,dijon mustard
3905,CoRel1,bacon,tomato jam
3906,CoRel1,bacon,saut ed onions
3907,CoRel1,bacon,tomatos
3908,CoRel1,bacon,brie
3909,CoRel1,bacon,gouda
3910,CoRel1,bacon,red onion
3911,CoRel1,bacon,dill
3912,CoRel1,bacon,smoked gouda
3913,CoRel1,bacon,crispy bacon
3914,CoRel1,bacon,sweet peppers
3915,CoRel1,bacon,candied pecans
3916,CoRel1,bacon,onion
3917,CoRel1,bacon,tomato
3918,CoRel1,bacon,sauteed onions
3919,CoRel1,bacon,ciabatta bread
3920,CoRel1,bacon,arugula
3921,CoRel1,bacon,roasted red peppers
3922,CoRel1,bacon,sauteed mushrooms
3923,CoRel1,bacon,herbed
3924,CoRel1,bacon,ham
3925,CoRel1,bacon,bacon
3926,CoRel1,bacon,roasted tomato
3927,CoRel1,bacon,bleu cheese
3928,CoRel1,bacon,red peppers
3929,CoRel1,bacon,basil pesto
3930,CoRel1,bacon,blue cheese crumbles
3931,CoRel1,bacon,tomatoes
3932,CoRel1,bacon,asiago
3933,CoRel1,bacon,roasted peppers
3934,CoRel1,bacon,blue cheese
3935,CoRel1,bacon,oven roasted
3936,CoRel1,bacon,spinach
3937,CoRel1,bacon,shrooms
3938,CoRel1,bacon,roasted garlic
3939,CoRel1,bacon,jack cheese
3940,CoRel1,bacon,banana peppers
3941,CoRel1,fish,ebi
3942,CoRel1,fish,seared tuna
3943,CoRel1,fish,maguro
3944,CoRel1,fish,unagi
3945,CoRel1,fish,saba
3946,CoRel1,fish,tamago
3947,CoRel1,fish,tataki
3948,CoRel1,fish,hamachi
3949,CoRel1,fish,toro
3950,CoRel1,fish,sea urchin
3951,CoRel1,fish,salmon roll
3952,CoRel1,fish,yuzu
3953,CoRel1,fish,albacore
3954,CoRel1,fish,tobiko
3955,CoRel1,fish,yellow tail
3956,CoRel1,fish,torched
3957,CoRel1,fish,wasabi
3958,CoRel1,fish,yakitori
3959,CoRel1,fish,uni
3960,CoRel1,fish,spicy tuna roll
3961,CoRel1,fish,yellowtail
3962,CoRel1,fish,soft shell crab
3963,CoRel1,fish,eel
3964,CoRel1,fish,dynamite
3965,CoRel1,fish,tuna
3966,CoRel1,fish,ponzu
3967,CoRel1,fish,miso
3968,CoRel1,fish,aburi
3969,CoRel1,fish,salmon belly
3970,CoRel1,fish,mackerel
3971,CoRel1,fish,maki
3972,CoRel1,fish,ikura
3973,CoRel1,fish,rainbow roll
3974,CoRel1,fish,salmon roe
3975,CoRel1,fish,salmon nigiri
3976,CoRel1,fish,sushi roll
3977,CoRel1,fish,dragon roll
3978,CoRel1,fish,handroll
3979,CoRel1,fish,ahi
3980,CoRel1,fish,spider roll
3981,CoRel1,fish,sashimi
3982,CoRel1,fish,masago
3983,CoRel1,fish,tuna roll
3984,CoRel1,fish,california roll
3985,CoRel1,fish,spicy tuna
3986,CoRel1,fish,tempura
3987,CoRel1,fish,nigiri
3988,CoRel1,fish,roll
3989,CoRel1,fish,yellowtail sashimi
3990,CoRel1,fish,hand roll
3991,CoRel1,fish,refried beans
3992,CoRel1,fish,enchiladas
3993,CoRel1,fish,tortillas
3994,CoRel1,fish,black beans
3995,CoRel1,fish,enchilada
3996,CoRel1,fish,frijoles
3997,CoRel1,fish,burro
3998,CoRel1,fish,pico de gallo
3999,CoRel1,fish,sopes
4000,CoRel1,fish,fajitas
4001,CoRel1,fish,chimichanga
4002,CoRel1,fish,shredded beef
4003,CoRel1,fish,pinto beans
4004,CoRel1,fish,queso
4005,CoRel1,fish,tortilla
4006,CoRel1,fish,chicken enchiladas
4007,CoRel1,fish,pico
4008,CoRel1,fish,pozole
4009,CoRel1,fish,chimi
4010,CoRel1,fish,fundido
4011,CoRel1,fish,chile relleno
4012,CoRel1,fish,cheese enchiladas
4013,CoRel1,fish,enchilada style
4014,CoRel1,fish,flour
4015,CoRel1,fish,beans
4016,CoRel1,fish,tamales
4017,CoRel1,fish,flautas
4018,CoRel1,fish,machaca
4019,CoRel1,fish,rolled tacos
4020,CoRel1,fish,chile rellenos
4021,CoRel1,fish,homemade tortillas
4022,CoRel1,fish,carnitas
4023,CoRel1,fish,ranchero
4024,CoRel1,fish,veggie burrito
4025,CoRel1,fish,guac
4026,CoRel1,fish,hot salsa
4027,CoRel1,fish,quesadilla
4028,CoRel1,fish,guacamole
4029,CoRel1,fish,chili relleno
4030,CoRel1,fish,burritos
4031,CoRel1,fish,chimichangas
4032,CoRel1,fish,salsas
4033,CoRel1,fish,sour cream
4034,CoRel1,fish,spicy salsa
4035,CoRel1,fish,carne asada
4036,CoRel1,fish,chicken mole
4037,CoRel1,fish,carne
4038,CoRel1,fish,chili verde
4039,CoRel1,fish,bean dip
4040,CoRel1,fish,salsa
4041,CoRel2,roll,cabbage
4042,CoRel2,roll,spicy sauce
4043,CoRel2,roll,dipping sauce
4044,CoRel2,roll,shredded
4045,CoRel2,roll,wasabi
4046,CoRel2,roll,carrots
4047,CoRel2,roll,cilantro
4048,CoRel2,roll,cucumbers
4049,CoRel2,roll,pickled
4050,CoRel2,roll,sriracha
4051,CoRel2,roll,sauce
4052,CoRel2,roll,ginger
4053,CoRel2,roll,marinade
4054,CoRel2,roll,sauteed
4055,CoRel2,roll,chopped
4056,CoRel2,roll,breaded
4057,CoRel2,roll,chilli
4058,CoRel2,roll,sauce
4059,CoRel2,roll,sprouts
4060,CoRel2,roll,avocado
4061,CoRel2,roll,mayo
4062,CoRel2,roll,dill
4063,CoRel2,roll,pepper
4064,CoRel2,roll,black pepper
4065,CoRel2,roll,garlic
4066,CoRel2,roll,thinly sliced
4067,CoRel2,roll,veggies
4068,CoRel2,roll,basil
4069,CoRel2,roll,grilled
4070,CoRel2,roll,veggies
4071,CoRel2,roll,sauce
4072,CoRel2,roll,peas
4073,CoRel2,roll,jalapeno
4074,CoRel2,roll,jalapeu00f1os
4075,CoRel2,roll,diced
4076,CoRel2,roll,pork
4077,CoRel2,roll,cabbage
4078,CoRel2,roll,peppery
4079,CoRel2,roll,slaw
4080,CoRel2,roll,chili sauce
4081,CoRel2,roll,peanut
4082,CoRel2,roll,sauce
4083,CoRel2,roll,cucumber
4084,CoRel2,roll,steamed
4085,CoRel2,roll,chunky
4086,CoRel2,roll,celery
4087,CoRel2,roll,spinach
4088,CoRel2,roll,celery
4089,CoRel2,roll,honey mustard
4090,CoRel2,roll,soy
4091,CoRel2,dessert,mushrooms
4092,CoRel2,dessert,flatbread
4093,CoRel2,dessert,asparagus
4094,CoRel2,dessert,spinach
4095,CoRel2,dessert,eggplant
4096,CoRel2,dessert,grilled
4097,CoRel2,dessert,onions
4098,CoRel2,dessert,goat cheese
4099,CoRel2,dessert,artichoke
4100,CoRel2,dessert,ricotta
4101,CoRel2,dessert,spaghetti
4102,CoRel2,dessert,mushroom
4103,CoRel2,dessert,tomato
4104,CoRel2,dessert,meatballs
4105,CoRel2,dessert,meatballs
4106,CoRel2,dessert,pasta
4107,CoRel2,dessert,pesto
4108,CoRel2,dessert,rigatoni
4109,CoRel2,dessert,prosciutto
4110,CoRel2,dessert,artichokes
4111,CoRel2,dessert,tomatoes
4112,CoRel2,dessert,alfredo
4113,CoRel2,dessert,tomato sauce
4114,CoRel2,dessert,arugula
4115,CoRel2,dessert,mozzarella
4116,CoRel2,dessert,mushrooms
4117,CoRel2,dessert,meatloaf
4118,CoRel2,dessert,tomatoes
4119,CoRel2,dessert,veal
4120,CoRel2,dessert,tomato sauce
4121,CoRel2,dessert,peppers
4122,CoRel2,dessert,lettuce
4123,CoRel2,dessert,cheese
4124,CoRel2,dessert,marinara
4125,CoRel2,dessert,calamari
4126,CoRel2,dessert,mushrooms
4127,CoRel2,dessert,pasta
4128,CoRel2,dessert,ravioli
4129,CoRel2,dessert,marinara sauce
4130,CoRel2,dessert,cooked perfectly
4131,CoRel2,dessert,caesar salad
4132,CoRel2,dessert,antipasto
4133,CoRel2,dessert,lobster roll
4134,CoRel2,dessert,linguine
4135,CoRel2,dessert,breading
4136,CoRel2,dessert,meatball
4137,CoRel2,dessert,vegetable
4138,CoRel2,dessert,flat bread
4139,CoRel2,dessert,marsala
4140,CoRel2,dessert,cheese
4141,CoRel2,dessert,passion fruit
4142,CoRel2,dessert,lychee
4143,CoRel2,dessert,green tea
4144,CoRel2,dessert,mint
4145,CoRel2,dessert,mango
4146,CoRel2,dessert,peach
4147,CoRel2,dessert,coconut
4148,CoRel2,dessert,pineapple
4149,CoRel2,dessert,ginger
4150,CoRel2,dessert,fruity
4151,CoRel2,dessert,lemonade
4152,CoRel2,dessert,lemonade
4153,CoRel2,dessert,tea
4154,CoRel2,dessert,tequila
4155,CoRel2,dessert,rum
4156,CoRel2,dessert,vodka
4157,CoRel2,dessert,strong
4158,CoRel2,dessert,mojito
4159,CoRel2,dessert,jasmine
4160,CoRel2,dessert,margarita
4161,CoRel2,dessert,lime
4162,CoRel2,dessert,tea
4163,CoRel2,dessert,boba
4164,CoRel2,dessert,martini
4165,CoRel2,dessert,pomegranate
4166,CoRel2,dessert,mango
4167,CoRel2,dessert,sour
4168,CoRel2,dessert,strong
4169,CoRel2,dessert,margarita
4170,CoRel2,dessert,tea
4171,CoRel2,dessert,flavored
4172,CoRel2,dessert,mojitos
4173,CoRel2,dessert,chai
4174,CoRel2,dessert,ice
4175,CoRel2,dessert,vodka
4176,CoRel2,dessert,alcohol
4177,CoRel2,dessert,vodka
4178,CoRel2,dessert,coconut milk
4179,CoRel2,dessert,tea
4180,CoRel2,dessert,milk
4181,CoRel2,dessert,strawberry
4182,CoRel2,dessert,sangria
4183,CoRel2,dessert,gin
4184,CoRel2,dessert,boba
4185,CoRel2,dessert,jelly
4186,CoRel2,dessert,iced tea
4187,CoRel2,dessert,blended
4188,CoRel2,dessert,tequila
4189,CoRel2,dessert,lemongrass
4190,CoRel2,dessert,tamarind
4191,CoRel2,dessert,candied
4192,CoRel2,dessert,apple
4193,CoRel2,dessert,berries
4194,CoRel2,dessert,carrot
4195,CoRel2,dessert,cherry
4196,CoRel2,dessert,baklava
4197,CoRel2,dessert,apples
4198,CoRel2,dessert,peanut butter
4199,CoRel2,dessert,cookies
4200,CoRel2,dessert,almond
4201,CoRel2,dessert,nut
4202,CoRel2,dessert,pear
4203,CoRel2,dessert,freshly baked
4204,CoRel2,dessert,blueberries
4205,CoRel2,dessert,cookies
4206,CoRel2,dessert,raisin
4207,CoRel2,dessert,maple syrup
4208,CoRel2,dessert,brioche
4209,CoRel2,dessert,donut
4210,CoRel2,dessert,honey
4211,CoRel2,dessert,strawberries
4212,CoRel2,dessert,honey
4213,CoRel2,dessert,doughnut
4214,CoRel2,dessert,strawberries
4215,CoRel2,dessert,cone
4216,CoRel2,dessert,vanilla
4217,CoRel2,dessert,nuts
4218,CoRel2,dessert,fudge
4219,CoRel2,dessert,bananas
4220,CoRel2,dessert,strawberries
4221,CoRel2,dessert,granola
4222,CoRel2,dessert,peanut butter
4223,CoRel2,dessert,chocolate
4224,CoRel2,dessert,white chocolate
4225,CoRel2,dessert,chocolate
4226,CoRel2,dessert,cookie
4227,CoRel2,dessert,cinnamon
4228,CoRel2,dessert,nuts
4229,CoRel2,dessert,brownies
4230,CoRel2,dessert,caramel
4231,CoRel2,dessert,salted caramel
4232,CoRel2,dessert,raspberry
4233,CoRel2,dessert,chocolate chip
4234,CoRel2,dessert,croissant
4235,CoRel2,dessert,waffle
4236,CoRel2,dessert,bagel
4237,CoRel2,dessert,bananas
4238,CoRel2,dessert,maple
4239,CoRel2,dessert,croissant
4240,CoRel2,dessert,cakes
4241,CoRel2,fries,mustard
4242,CoRel2,fries,bbq sauce
4243,CoRel2,fries,mayo
4244,CoRel2,fries,horseradish
4245,CoRel2,fries,jalapeu00f1o
4246,CoRel2,fries,pepper
4247,CoRel2,fries,jalapeno
4248,CoRel2,fries,jalapeu00f1os
4249,CoRel2,fries,peppers
4250,CoRel2,fries,slaw
4251,CoRel2,fries,cilantro
4252,CoRel2,fries,bbq sauce
4253,CoRel2,fries,aioli
4254,CoRel2,fries,dipping sauce
4255,CoRel2,fries,honey mustard
4256,CoRel2,fries,jalapenos
4257,CoRel2,fries,sauce
4258,CoRel2,fries,flavoring
4259,CoRel2,fries,sprouts
4260,CoRel2,fries,hot sauce
4261,CoRel2,fries,salt
4262,CoRel2,fries,pickled
4263,CoRel2,fries,vinegar
4264,CoRel2,fries,mayo
4265,CoRel2,fries,chilli
4266,CoRel2,fries,parm
4267,CoRel2,fries,pickles
4268,CoRel2,fries,mayo
4269,CoRel2,fries,chipotle
4270,CoRel2,fries,relish
4271,CoRel2,fries,chunky
4272,CoRel2,fries,tangy
4273,CoRel2,fries,lime
4274,CoRel2,fries,onions
4275,CoRel2,fries,marinade
4276,CoRel2,fries,cabbage
4277,CoRel2,fries,spicy sauce
4278,CoRel2,fries,melted cheese
4279,CoRel2,fries,shredded
4280,CoRel2,fries,tartar sauce
4281,CoRel2,fries,smothered
4282,CoRel2,fries,dill
4283,CoRel2,fries,cole slaw
4284,CoRel2,fries,ketchup
4285,CoRel2,fries,habanero
4286,CoRel2,fries,coating
4287,CoRel2,fries,avocado
4288,CoRel2,fries,sriracha
4289,CoRel2,fries,salt
4290,CoRel2,fries,peppery
4291,CoRel2,shrimp,satay
4292,CoRel2,shrimp,prawns
4293,CoRel2,shrimp,ginger
4294,CoRel2,shrimp,dumpling
4295,CoRel2,shrimp,broth
4296,CoRel2,shrimp,noodles
4297,CoRel2,shrimp,marinated
4298,CoRel2,shrimp,skewers
4299,CoRel2,shrimp,steamed
4300,CoRel2,shrimp,lamb
4301,CoRel2,shrimp,dumplings
4302,CoRel2,shrimp,squid
4303,CoRel2,shrimp,duck
4304,CoRel2,shrimp,noodles
4305,CoRel2,shrimp,noodles
4306,CoRel2,shrimp,teriyaki
4307,CoRel2,shrimp,tendon
4308,CoRel2,shrimp,vegetable
4309,CoRel2,shrimp,clams
4310,CoRel2,shrimp,hamachi
4311,CoRel2,shrimp,broth
4312,CoRel2,shrimp,pea
4313,CoRel2,shrimp,curry
4314,CoRel2,shrimp,miso
4315,CoRel2,shrimp,stir fried
4316,CoRel2,shrimp,noodle
4317,CoRel2,shrimp,noodle soup
4318,CoRel2,shrimp,clams
4319,CoRel2,shrimp,broth
4320,CoRel2,shrimp,wonton
4321,CoRel2,shrimp,papaya
4322,CoRel2,shrimp,marinade
4323,CoRel2,shrimp,udon
4324,CoRel2,shrimp,rice noodles
4325,CoRel2,shrimp,spring roll
4326,CoRel2,shrimp,tofu
4327,CoRel2,shrimp,vegetables
4328,CoRel2,shrimp,basil
4329,CoRel2,shrimp,mussels
4330,CoRel2,shrimp,pot stickers
4331,CoRel2,shrimp,tofu
4332,CoRel2,shrimp,fried rice
4333,CoRel2,shrimp,soup
4334,CoRel2,shrimp,shrimp
4335,CoRel2,shrimp,broccoli
4336,CoRel2,shrimp,shrimp
4337,CoRel2,shrimp,duck
4338,CoRel2,shrimp,mussels
4339,CoRel2,shrimp,lemongrass
4340,CoRel2,shrimp,shellfish
4341,CoRel2,shrimp,shredded beef
4342,CoRel2,shrimp,enchiladas
4343,CoRel2,shrimp,tamale
4344,CoRel2,shrimp,tortillas
4345,CoRel2,shrimp,guac
4346,CoRel2,shrimp,guacamole
4347,CoRel2,shrimp,carne asada
4348,CoRel2,shrimp,salsa
4349,CoRel2,shrimp,tortillas
4350,CoRel2,shrimp,salsa
4351,CoRel2,shrimp,taco
4352,CoRel2,shrimp,burritos
4353,CoRel2,shrimp,burrito
4354,CoRel2,shrimp,beans
4355,CoRel2,shrimp,tacos
4356,CoRel2,shrimp,refried beans
4357,CoRel2,shrimp,salsa
4358,CoRel2,shrimp,burrito
4359,CoRel2,shrimp,chips
4360,CoRel2,shrimp,guacamole
4361,CoRel2,shrimp,guac
4362,CoRel2,shrimp,carnitas
4363,CoRel2,shrimp,burrito
4364,CoRel2,shrimp,taco
4365,CoRel2,shrimp,flour
4366,CoRel2,shrimp,salsa
4367,CoRel2,shrimp,tortilla
4368,CoRel2,shrimp,beans
4369,CoRel2,shrimp,enchilada
4370,CoRel2,shrimp,bean
4371,CoRel2,shrimp,taquitos
4372,CoRel2,shrimp,sour cream
4373,CoRel2,shrimp,carne asada
4374,CoRel2,shrimp,salsas
4375,CoRel2,shrimp,tomatillo
4376,CoRel2,shrimp,burro
4377,CoRel2,shrimp,chips
4378,CoRel2,shrimp,chips
4379,CoRel2,shrimp,quesadilla
4380,CoRel2,shrimp,tacos
4381,CoRel2,shrimp,chile
4382,CoRel2,shrimp,tortillas
4383,CoRel2,shrimp,taco
4384,CoRel2,shrimp,queso
4385,CoRel2,shrimp,guacamole
4386,CoRel2,shrimp,pico de gallo
4387,CoRel2,shrimp,guacamole
4388,CoRel2,shrimp,chips
4389,CoRel2,shrimp,tacos
4390,CoRel2,shrimp,sour cream
4391,CoRel2,burger,hot sauce
4392,CoRel2,burger,grilled onions
4393,CoRel2,burger,jalapenos
4394,CoRel2,burger,flour
4395,CoRel2,burger,jalapeno
4396,CoRel2,burger,batter
4397,CoRel2,burger,chipotle
4398,CoRel2,burger,tortilla
4399,CoRel2,burger,wheat
4400,CoRel2,burger,tortillas
4401,CoRel2,burger,tortillas
4402,CoRel2,burger,pico de gallo
4403,CoRel2,burger,cilantro
4404,CoRel2,burger,burrito
4405,CoRel2,burger,baja
4406,CoRel2,burger,habanero
4407,CoRel2,burger,avocados
4408,CoRel2,burger,tortilla
4409,CoRel2,burger,cilantro
4410,CoRel2,burger,tortilla
4411,CoRel2,burger,refried beans
4412,CoRel2,burger,paste
4413,CoRel2,burger,sriracha
4414,CoRel2,burger,tortillas
4415,CoRel2,burger,lard
4416,CoRel2,burger,soy sauce
4417,CoRel2,burger,guac
4418,CoRel2,burger,burro
4419,CoRel2,burger,brown rice
4420,CoRel2,burger,bbq sauce
4421,CoRel2,burger,vinegar
4422,CoRel2,burger,salsa
4423,CoRel2,burger,shells
4424,CoRel2,burger,robertos
4425,CoRel2,burger,peppers
4426,CoRel2,burger,mix
4427,CoRel2,burger,tortilla chips
4428,CoRel2,burger,burrito
4429,CoRel2,burger,guacamole
4430,CoRel2,burger,lime
4431,CoRel2,burger,salsa
4432,CoRel2,burger,salt
4433,CoRel2,burger,bbq sauce
4434,CoRel2,burger,spices
4435,CoRel2,burger,sour cream
4436,CoRel2,burger,bell peppers
4437,CoRel2,burger,flavoring
4438,CoRel2,burger,lime
4439,CoRel2,burger,freshly
4440,CoRel2,burger,spicy sauce
4441,CoRel2,burger,caramelized onions
4442,CoRel2,burger,mashed potato
4443,CoRel2,burger,angus
4444,CoRel2,burger,cheddar cheese
4445,CoRel2,burger,cheddar
4446,CoRel2,burger,horseradish
4447,CoRel2,burger,aioli
4448,CoRel2,burger,perfectly cooked
4449,CoRel2,burger,filet mignon
4450,CoRel2,burger,sirloin
4451,CoRel2,burger,filet mignon
4452,CoRel2,burger,medium rare
4453,CoRel2,burger,asparagus
4454,CoRel2,burger,filet
4455,CoRel2,burger,gnocchi
4456,CoRel2,burger,filet mignon
4457,CoRel2,burger,mashed potatoes
4458,CoRel2,burger,filet
4459,CoRel2,burger,perfectly cooked
4460,CoRel2,burger,medium rare
4461,CoRel2,burger,kobe
4462,CoRel2,burger,creamed spinach
4463,CoRel2,burger,creamed corn
4464,CoRel2,burger,brussel sprouts
4465,CoRel2,burger,foie gras
4466,CoRel2,burger,crusted
4467,CoRel2,burger,asparagus
4468,CoRel2,burger,poached
4469,CoRel2,burger,rib eye
4470,CoRel2,burger,filet
4471,CoRel2,burger,mashed potatoes
4472,CoRel2,burger,grilled cheese
4473,CoRel2,burger,brioche
4474,CoRel2,burger,filet mignon
4475,CoRel2,burger,gorgonzola
4476,CoRel2,burger,foie gras
4477,CoRel2,burger,baked potato
4478,CoRel2,burger,mine
4479,CoRel2,burger,filet
4480,CoRel2,burger,veal
4481,CoRel2,burger,pancetta
4482,CoRel2,burger,tenderloin
4483,CoRel2,burger,cooked perfectly
4484,CoRel2,burger,gnocchi
4485,CoRel2,burger,bacon
4486,CoRel2,burger,lobster bisque
4487,CoRel2,burger,blue cheese
4488,CoRel2,burger,poached egg
4489,CoRel2,burger,medium rare
4490,CoRel2,burger,perfectly cooked
4491,CoRel2,bread,herb
4492,CoRel2,bread,pesto
4493,CoRel2,bread,mozzarella
4494,CoRel2,bread,olive oil
4495,CoRel2,bread,goat cheese
4496,CoRel2,bread,artichoke
4497,CoRel2,bread,goat cheese
4498,CoRel2,bread,ravioli
4499,CoRel2,bread,vegetable
4500,CoRel2,bread,eggplant
4501,CoRel2,bread,bisque
4502,CoRel2,bread,burrata
4503,CoRel2,bread,gorgonzola
4504,CoRel2,bread,butternut squash
4505,CoRel2,bread,escargot
4506,CoRel2,bread,cauliflower
4507,CoRel2,bread,gnocchi
4508,CoRel2,bread,bruschetta
4509,CoRel2,bread,pasta
4510,CoRel2,bread,naan
4511,CoRel2,bread,bolognese
4512,CoRel2,bread,risotto
4513,CoRel2,bread,pairing
4514,CoRel2,bread,risotto
4515,CoRel2,bread,beet salad
4516,CoRel2,bread,mozzarella
4517,CoRel2,bread,basil
4518,CoRel2,bread,fig
4519,CoRel2,bread,asparagus
4520,CoRel2,bread,marinara
4521,CoRel2,bread,white wine
4522,CoRel2,bread,veal
4523,CoRel2,bread,gnocchi
4524,CoRel2,bread,prosciutto
4525,CoRel2,bread,basil
4526,CoRel2,bread,marinara
4527,CoRel2,bread,spinach
4528,CoRel2,bread,starter
4529,CoRel2,bread,prosciutto
4530,CoRel2,bread,gnocchi
4531,CoRel2,bread,balsamic
4532,CoRel2,bread,fennel
4533,CoRel2,bread,ricotta
4534,CoRel2,bread,marinara sauce
4535,CoRel2,bread,paired
4536,CoRel2,bread,ravioli
4537,CoRel2,bread,halibut
4538,CoRel2,bread,pasta
4539,CoRel2,bread,saffron
4540,CoRel2,bread,asparagus
4541,CoRel2,bread,lettuce
4542,CoRel2,bread,vinegar
4543,CoRel2,bread,mayo
4544,CoRel2,bread,onions
4545,CoRel2,bread,lettuce
4546,CoRel2,bread,pepper
4547,CoRel2,bread,mayo
4548,CoRel2,bread,onions
4549,CoRel2,bread,grilled onions
4550,CoRel2,bread,cilantro
4551,CoRel2,bread,lettuce
4552,CoRel2,bread,bell peppers
4553,CoRel2,bread,mayo
4554,CoRel2,bread,ketchup
4555,CoRel2,bread,cilantro
4556,CoRel2,bread,onion
4557,CoRel2,bread,soy sauce
4558,CoRel2,bread,jalapeu00f1os
4559,CoRel2,bread,sour cream
4560,CoRel2,bread,celery
4561,CoRel2,bread,salt
4562,CoRel2,bread,hot sauce
4563,CoRel2,bread,onions
4564,CoRel2,bread,pico
4565,CoRel2,bread,soy sauce
4566,CoRel2,bread,sour cream
4567,CoRel2,bread,pickles
4568,CoRel2,bread,vinegar
4569,CoRel2,bread,pickles
4570,CoRel2,bread,peppers
4571,CoRel2,bread,pico de gallo
4572,CoRel2,bread,jalapenos
4573,CoRel2,bread,doused
4574,CoRel2,bread,mustard
4575,CoRel2,bread,salt
4576,CoRel2,bread,mustard
4577,CoRel2,bread,hot sauce
4578,CoRel2,bread,bell pepper
4579,CoRel2,bread,ketchup
4580,CoRel2,bread,ketchup
4581,CoRel2,bread,pepper
4582,CoRel2,bread,pepper
4583,CoRel2,bread,cilantro
4584,CoRel2,bread,kick
4585,CoRel2,bread,cucumbers
4586,CoRel2,bread,salt
4587,CoRel2,bread,peppers
4588,CoRel2,bread,condiments
4589,CoRel2,bread,grease
4590,CoRel2,bread,onion
4591,CoRel2,bread,white bread
